DATE COMMITTED,TIME COMMITTED,CRIME,ADDRESS
06/07/2021,12:05:00 AM,Illegal Drugs,"Mabitac , Bayanihan (Pob.)"
10/07/2021,12:50:00 AM,Illegal Drugs,"Mabitac , Paagahan"
16/07/2021,12:15:00 PM,Illegal Drugs,"Mabitac , Matalatala"
19/07/2021,5:45:00 PM,Illegal Drugs,"Mabitac , Nanguma"
27/07/2021,3:30:00 PM,Gambling,"Mabitac , San Antonio"
27/04/2016,2:00:00 PM,Illegal Firearms,"Kalayaan , San Antonio"
27/04/2016,2:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
21/04/2016,9:25:00 PM,Attempted Homicide,"Kalayaan , San Juan (Pob.)"
27/03/2016,3:00:00 AM,Robbery,"Kalayaan , San Juan (Pob.)"
29/03/2016,5:17:00 PM,Illegal Drugs,"Kalayaan , Longos"
18/01/2016,5:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
15/03/2016,2:40:00 PM,Illegal fishing,"Kalayaan , Longos"
21/03/2016,9:15:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
24/03/2016,2:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
25/03/2016,12:45:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
25/03/2016,2:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
05/02/2016,4:30:00 AM,Damage to Property and Physical Injury,"Kalayaan , Longos"
12/03/2016,10:50:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
18/04/2016,6:10:00 PM,Maltreatment and Physical Injury,"Kalayaan , Longos"
11/02/2016,10:00:00 AM,Reckless imprudence resulting to multiple physical injury,"Kalayaan , San Juan (Pob.)"
12/03/2016,11:55:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
13/05/2016,5:49:00 PM,Murder,"Kalayaan , San Antonio"
15/05/2016,6:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
27/05/2016,7:05:00 PM,Illegal Drugs,"Kalayaan , Longos"
07/06/2016,12:45:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
19/06/2016,10:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
22/06/2016,12:20:00 PM,Gambling,"Kalayaan , San Antonio"
23/06/2016,2:20:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
23/06/2016,4:00:00 PM,Theft,"Kalayaan , San Juan (Pob.)"
24/06/2016,10:05:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
25/06/2016,9:05:00 PM,Illegal Firearms,"Kalayaan , San Antonio"
02/07/2016,4:00:00 AM,Illegal Drugs,"Kalayaan , Longos"
08/07/2016,3:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
12/07/2016,6:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
25/07/2016,6:30:00 AM,Illegal Drugs,"Kalayaan , Longos"
28/07/2016,4:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
06/08/2016,10:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
21/08/2016,11:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
30/08/2016,12:30:00 AM,Illegal Drugs,"Kalayaan , Longos"
02/09/2016,1:00:00 AM,Illegal firearms,"Kalayaan , San Antonio"
06/09/2016,11:43:00 PM,Illegal Drugs,"Kalayaan , Longos"
11/09/2016,8:43:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
21/09/2016,1:30:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
04/10/2016,11:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
12/10/2016,1:15:00 AM,Illegal Drugs,"Kalayaan , Longos"
20/10/2016,7:30:00 AM,Illegal Drugs,"Kalayaan , Longos"
24/10/2016,10:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
09/11/2016,1:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
15/11/2016,2:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
20/11/2016,7:00:00 PM,Frustrated homicide,"Kalayaan , Longos"
23/11/2016,1:20:00 PM,Illegal Drugs,"Kalayaan , Longos"
01/12/2016,1:35:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
06/12/2016,6:30:00 AM,Theft,"Kalayaan , San Juan (Pob.)"
07/12/2016,3:20:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
09/12/2016,9:30:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
16/12/2016,1:35:00 PM,Damage to Property and Physical Injury,"Kalayaan , San Juan (Pob.)"
22/12/2016,12:30:00 PM,ESTAFA,"Kalayaan , Longos"
28/12/2016,2:15:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
28/12/2016,6:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
30/12/2016,7:30:00 AM,Robbery,"Kalayaan , San Juan (Pob.)"
05/01/2017,9:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
16/01/2017,7:10:00 PM,Illegal Drugs,"Kalayaan , Longos"
03/02/2017,5:10:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
16/02/2017,7:40:00 PM,Damage to Property and Physical Injury,"Kalayaan , San Juan (Pob.)"
17/02/2017,6:40:00 AM,Illegal Firearms,"Kalayaan , San Antonio"
07/03/2017,2:05:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
09/03/2017,3:00:00 PM,Alarms and scandal,"Kalayaan , San Antonio"
14/03/2017,7:00:00 PM,Less Physical Injury,"Kalayaan , Longos"
15/03/2017,9:15:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
23/03/2017,8:30:00 AM,Damage to Property and Physical Injury,"Kalayaan , San Juan (Pob.)"
31/03/2017,2:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
07/04/2017,1:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
12/04/2017,3:40:00 PM,Damage to Property and Physical Injury,"Kalayaan , San Juan (Pob.)"
21/04/2017,9:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
29/04/2017,11:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
07/05/2017,12:20:00 AM,Homicide,"Kalayaan , Longos"
15/05/2017,2:35:00 PM,Frustrated homicide,"Kalayaan , San Juan (Pob.)"
22/05/2017,7:55:00 PM,Damage to Property and Physical Injury,"Kalayaan , Longos"
24/05/2017,5:40:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
12/06/2017,7:15:00 PM,Robbery,"Kalayaan , Longos"
02/07/2017,1:10:00 PM,Gambling,"Kalayaan , Longos"
03/07/2017,7:45:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
31/07/2017,9:30:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
04/08/2017,3:00:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
09/08/2017,8:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
29/08/2017,11:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
29/09/2017,5:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
29/09/2017,6:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
13/10/2017,3:35:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
31/10/2017,10:25:00 AM,Light threats,"Kalayaan , San Juan (Pob.)"
16/11/2017,8:30:00 AM,Fencing,"Kalayaan , San Antonio"
22/02/2018,4:30:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
06/03/2018,3:20:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
14/03/2018,6:15:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
21/03/2018,11:00:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
25/03/2018,4:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
27/03/2018,9:30:00 PM,Frustrated homicide,"Kalayaan , San Antonio"
06/04/2018,5:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
08/04/2018,11:30:00 PM,Damage to Property and Physical Injury,"Kalayaan , Longos"
14/04/2018,5:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
04/05/2018,10:10:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
08/05/2018,11:05:00 PM,Illegal Drugs,"Kalayaan , Longos"
24/05/2018,10:05:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
27/05/2018,7:00:00 PM,Damage to Property and Physical Injury,"Kalayaan , Longos"
29/05/2018,1:35:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
01/06/2018,10:00:00 PM,Frustrated homicide,"Kalayaan , Longos"
06/06/2018,10:45:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
16/06/2018,12:30:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
18/06/2018,9:40:00 PM,Illegal Drugs,"Kalayaan , Longos"
26/06/2018,8:10:00 PM,Illegal Drugs,"Kalayaan , Longos"
09/07/2018,10:10:00 PM,Illegal Drugs,"Kalayaan , Longos"
21/07/2018,5:00:00 PM,Illegal logging,"Kalayaan , San Antonio"
23/07/2018,8:55:00 PM,Illegal Drugs,"Kalayaan , Longos"
01/08/2018,9:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
01/08/2018,8:10:00 PM,Illegal Drugs,"Kalayaan , Longos"
12/08/2018,8:30:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
13/08/2018,11:25:00 PM,Illegal Drugs,"Kalayaan , Longos"
18/08/2018,8:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
25/08/2018,7:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
30/08/2018,1:20:00 AM,Damage to Property and Physical Injury,"Kalayaan , San Juan (Pob.)"
01/09/2018,9:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
07/09/2018,11:30:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
12/09/2018,2:10:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
14/09/2018,12:05:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
22/09/2018,7:15:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
23/09/2018,3:00:00 AM,Homicide,"Kalayaan , San Antonio"
24/09/2018,9:40:00 AM,Homicide,"Kalayaan , San Juan (Pob.)"
25/09/2018,10:20:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
30/09/2018,7:00:00 PM,Gambling,"Kalayaan , Longos"
03/10/2018,11:30:00 AM,Illegal Drugs,"Kalayaan , Longos"
07/10/2018,12:30:00 PM,Homicide,"Kalayaan , San Juan (Pob.)"
13/10/2018,3:25:00 AM,Illegal Drugs,"Kalayaan , Longos"
13/10/2018,5:30:00 PM,Homicide,"Kalayaan , San Juan (Pob.)"
23/10/2018,11:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
31/10/2018,11:50:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
31/10/2018,2:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
08/11/2018,6:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
12/11/2018,10:30:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
15/11/2018,8:20:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
22/11/2018,7:55:00 PM,Illegal Drugs,"Kalayaan , Longos"
26/11/2018,10:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
03/12/2018,9:25:00 PM,Murder,"Kalayaan , San Antonio"
08/12/2018,9:10:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
14/12/2018,7:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
25/12/2018,1:00:00 AM,Robbery,"Kalayaan , San Juan (Pob.)"
27/12/2018,5:40:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
28/12/2018,2:10:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
12/01/2019,3:15:00 PM,Illegal Drugs,"Kalayaan , Longos"
31/01/2019,1:00:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
31/01/2019,7:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
01/02/2019,12:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
15/02/2019,12:15:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
15/02/2019,7:50:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
24/02/2019,11:10:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
01/03/2019,7:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
08/03/2019,11:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
20/03/2019,2:30:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
23/03/2019,11:55:00 AM,Murder,"Kalayaan , Longos"
24/03/2019,8:30:00 PM,Physical Injuries,"Kalayaan , Longos"
27/03/2019,8:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
27/03/2019,8:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
05/04/2019,3:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
24/04/2019,10:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
03/05/2019,12:15:00 AM,Illegal Drugs,"Kalayaan , Longos"
05/05/2019,2:30:00 AM,Frustrated homicide,"Kalayaan , San Juan (Pob.)"
03/05/2019,11:42:00 AM,Attempted robbery,"Kalayaan , Longos"
24/05/2019,9:40:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
05/06/2019,9:30:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
12/06/2019,11:00:00 AM,Illegal Drugs,"Kalayaan , Longos"
20/06/2019,1:00:00 AM,Illegal Drugs,"Kalayaan , Longos"
26/06/2019,11:26:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
02/07/2019,7:00:00 PM,Murder,"Kalayaan , Longos"
05/07/2019,8:00:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
07/07/2019,8:40:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
12/07/2019,2:10:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
16/07/2019,5:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
26/07/2019,11:20:00 AM,Illegal Drugs,"Kalayaan , Longos"
26/07/2019,12:10:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
01/08/2019,9:15:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
11/08/2019,6:30:00 PM,Frustrated homicide,"Kalayaan , Longos"
11/08/2019,7:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
17/08/2019,10:15:00 PM,Attempted Homicide,"Kalayaan , San Antonio"
20/08/2019,5:12:00 AM,Reckless imprudence resulting to multiple damage to property,"Kalayaan , Longos"
22/08/2019,11:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
28/08/2019,5:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
08/09/2019,1:00:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
13/09/2019,2:45:00 AM,Theft,"Kalayaan , San Juan (Pob.)"
15/09/2019,3:45:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
19/09/2019,7:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
24/09/2019,8:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
24/09/2019,8:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
24/09/2019,3:30:00 PM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
26/09/2019,9:30:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
08/10/2019,8:30:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
10/10/2019,1:45:00 AM,Homicide,"Kalayaan , San Antonio"
13/10/2019,3:20:00 PM,Damage to Property and Physical Injury,"Kalayaan , San Juan (Pob.)"
30/10/2019,9:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
07/11/2019,7:00:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
18/11/2019,2:00:00 PM,Illegal Number Games,"Kalayaan , Longos"
12/12/2019,7:45:00 PM,Illegal Drugs,"Kalayaan , Longos"
03/01/2020,5:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
08/01/2020,1:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
10/01/2020,11:00:00 PM,Murder,"Kalayaan , San Antonio"
17/01/2020,1:28:00 AM,Carnapping,"Kalayaan , San Juan (Pob.)"
17/01/2020,4:00:00 AM,Carnapping,"Kalayaan , Longos"
19/01/2020,1:30:00 PM,Illegal firearms,"Kalayaan , San Antonio"
23/11/2019,10:00:00 AM,Slander,"Kalayaan , San Juan (Pob.)"
30/01/2020,1:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
01/02/2020,9:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
06/02/2020,9:30:00 AM,Damage to Property and Physical Injury,"Kalayaan , Longos"
12/02/2020,3:05:00 PM,Illegal Drugs,"Kalayaan , Longos"
18/02/2020,2:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
03/03/2020,8:25:00 PM,Illegal Drugs,"Kalayaan , Longos"
10/03/2020,9:20:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
10/03/2020,6:30:00 PM,Illegal Drugs,"Kalayaan , Longos"
15/03/2020,5:00:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
15/03/2020,5:00:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
24/03/2020,5:00:00 PM,Disobedience to a person in authority,"Kalayaan , Longos"
02/04/2020,9:40:00 PM,Disobedience to a person in authority,"Kalayaan , San Antonio"
20/04/2020,8:00:00 PM,Frustrated homicide,"Kalayaan , Longos"
16/04/2020,1:00:00 PM,Robbery,"Kalayaan , San Juan (Pob.)"
27/04/2020,10:30:00 PM,Mandatory reporting if notifiable diseases and health events,"Kalayaan , Longos"
03/05/2020,4:30:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
13/05/2020,5:00:00 PM,Gambling,"Kalayaan , Longos"
25/05/2020,3:30:00 PM,Gambling,"Kalayaan , Longos"
04/06/2020,10:30:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
07/06/2020,1:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
16/06/2020,7:30:00 PM,Damage to Property and Physical Injury,"Kalayaan , Longos"
18/06/2020,12:55:00 PM,Murder,"Kalayaan , Longos"
19/06/2020,12:15:00 PM,Illegal Drugs,"Kalayaan , Longos"
27/06/2020,1:25:00 AM,Illegal Drugs,"Kalayaan , Longos"
05/07/2020,3:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
17/07/2020,4:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
31/07/2020,8:45:00 PM,Disobedience to a person in authority,"Kalayaan , San Juan (Pob.)"
31/07/2020,9:30:00 PM,Disobedience to a person in authority,"Kalayaan , San Juan (Pob.)"
02/08/2020,9:00:00 PM,Illegal Drugs,"Kalayaan , San Antonio"
04/08/2020,1:00:00 AM,Illegal firearms,"Kalayaan , San Antonio"
08/08/2020,12:10:00 AM,Illegal Firearms,"Kalayaan , San Antonio"
20/08/2020,9:00:00 PM,Disobedience to a person in authority,"Kalayaan , Longos"
22/08/2020,7:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
28/08/2020,2:30:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
11/09/2020,8:45:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
23/09/2020,9:20:00 AM,CONSUMMATED THE INTELLECTUAL PROPERTY CODE OF THE PHILIPPINES (THE COPYRIGHT LAW).  - RA 8293  (Republic Act),"Kalayaan , San Antonio"
03/10/2020,5:00:00 PM,Murder,"Kalayaan , San Antonio"
16/10/2020,2:00:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
02/11/2020,5:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
13/11/2020,6:30:00 PM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
14/11/2020,2:15:00 AM,Illegal Drugs,"Kalayaan , Longos"
18/11/2020,9:30:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
20/11/2020,5:30:00 PM,Homicide,"Kalayaan , Longos"
20/11/2020,6:30:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
20/11/2020,6:35:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
20/11/2020,6:47:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
20/11/2020,6:47:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
01/12/2020,10:00:00 PM,Damage to Property and Physical Injury,"Kalayaan , Longos"
02/12/2020,3:45:00 PM,Disobedience to a person in authority,"Kalayaan , Longos"
05/12/2020,5:00:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
05/12/2020,7:20:00 PM,Illegal Drugs,"Kalayaan , Longos"
20/12/2020,5:30:00 PM,Gambling,"Kalayaan , San Juan (Pob.)"
10/01/2021,2:30:00 AM,Gambling,"Kalayaan , Longos"
10/01/2021,2:35:00 AM,Gambling,"Kalayaan , Longos"
14/01/2021,3:10:00 AM,Gambling,"Kalayaan , San Juan (Pob.)"
16/01/2021,4:15:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
18/01/2021,3:00:00 AM,Murder,"Kalayaan , Longos"
21/01/2021,7:45:00 AM,Gambling,"Kalayaan , Longos"
23/01/2021,6:55:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , Longos"
25/01/2021,3:30:00 AM,Gambling,"Kalayaan , Longos"
27/01/2021,9:30:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
29/01/2021,5:10:00 AM,Reckless Imprudence Resulting to Physical Injury,"Kalayaan , San Juan (Pob.)"
04/02/2021,7:30:00 AM,Gambling,"Kalayaan , Longos"
06/02/2021,3:00:00 AM,Gambling,"Kalayaan , San Juan (Pob.)"
10/02/2021,2:30:00 AM,Gambling,"Kalayaan , Longos"
16/02/2021,2:25:00 AM,Gambling,"Kalayaan , San Antonio"
16/02/2021,5:46:00 AM,Frustrated Murder,"Kalayaan , Longos"
17/02/2021,12:15:00 PM,Murder,"Kalayaan , Longos"
18/02/2021,5:15:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
23/02/2021,10:25:00 AM,Gambling,"Kalayaan , Longos"
28/02/2021,3:00:00 AM,Gambling,"Kalayaan , San Antonio"
09/03/2021,11:30:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
23/03/2021,11:30:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
24/03/2021,6:30:00 AM,Illegal Firearms,"Kalayaan , San Antonio"
26/03/2021,8:30:00 AM,Gambling,"Kalayaan , San Juan (Pob.)"
11/04/2021,1:30:00 AM,Gambling,"Kalayaan , San Antonio"
14/04/2021,4:00:00 AM,Illegal Drugs,"Kalayaan , Longos"
19/04/2021,10:20:00 AM,Disobedience to a person in authority,"Kalayaan , Longos"
21/04/2021,2:20:00 AM,Disobedience to a person in authority,"Kalayaan , Longos"
25/04/2021,10:35:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
29/04/2021,10:30:00 AM,Illegal Drugs,"Kalayaan , Longos"
08/05/2021,2:50:00 AM,Gambling,"Kalayaan , San Juan (Pob.)"
10/05/2021,3:14:00 AM,Theft,"Kalayaan , San Juan (Pob.)"
11/05/2021,4:30:00 AM,Illegal Drugs,"Kalayaan , San Antonio"
27/05/2021,2:00:00 AM,Illegal Drugs,"Kalayaan , San Juan (Pob.)"
27/05/2021,9:10:00 AM,Illegal Firearms,"Kalayaan , Longos"
03/06/2021,10:30:00 AM,Illegal Drugs,"Kalayaan , Longos"
02/07/2021,11:10:00 PM,Illegal fishing,"Kalayaan , Longos"
05/07/2021,10:00:00 PM,Illegal Drugs,"Kalayaan , Longos"
07/07/2021,10:55:00 AM,Homicide,"Kalayaan , Longos"
04/04/2016,11:30:00 AM,Theft,"Pagsanjan , San Isidro"
01/04/2016,12:45:00 AM,Alarms and scandal,"Pagsanjan , Lambac"
06/04/2016,9:25:00 PM,Illegal Drugs,"Pagsanjan , Bi�an"
07/04/2016,1:10:00 PM,Illegal Drugs,"Pagsanjan , Cabanbanan"
09/04/2016,12:25:00 AM,Usurpation of authority,"Pagsanjan , Lambac"
11/04/2016,10:30:00 AM,Gambling,"Pagsanjan , Maulawin"
11/04/2016,10:44:00 PM,Theft,"Pagsanjan , Maulawin"
15/04/2016,4:35:00 PM,Illegal Drugs,"Pagsanjan , San Isidro"
21/04/2016,12:30:00 PM,Illegal Drugs,"Pagsanjan , San Isidro"
26/04/2016,4:00:00 PM,Illegal Drugs,"Pagsanjan , San Isidro"
27/04/2016,10:35:00 PM,Illegal Drugs,"Pagsanjan , Cabanbanan"
27/04/2016,11:30:00 PM,Illegal Drugs,"Pagsanjan , Cabanbanan"
24/03/2016,10:20:00 AM,Damage to Property and Physical Injury,"Pagsanjan , Barangay II (Pob.)"
10/01/2016,3:30:00 PM,Homicide,"Pagsanjan , Sabang"
15/01/2016,5:50:00 PM,Illegal Drugs,"Pagsanjan , San Isidro"
16/01/2016,3:00:00 PM,Gambling,"Pagsanjan , Pinagsanjan"
22/01/2016,7:00:00 PM,Theft,"Pagsanjan , Cabanbanan"
26/01/2016,5:15:00 PM,Illegal Drugs,"Pagsanjan , Bi�an"
04/02/2016,4:30:00 PM,Illegal Drugs,"Pagsanjan , Barangay I (Pob.)"
05/02/2016,2:00:00 AM,Theft,"Pagsanjan , Lambac"
15/02/2016,1:30:00 PM,Illegal Drugs,"Pagsanjan , San Isidro"
18/02/2016,11:00:00 AM,Illegal Drugs,"Pagsanjan , Sampaloc"
29/02/2016,8:45:00 PM,Alarms and scandal,"Pagsanjan , Barangay II (Pob.)"
01/03/2016,1:30:00 AM,Illegal Drugs,"Pagsanjan , San Isidro"
07/03/2016,2:00:00 PM,Theft,"Pagsanjan , Barangay II (Pob.)"
07/03/2016,11:30:00 PM,Alarms and scandal,"Pagsanjan , Barangay II (Pob.)"
19/03/2016,2:30:00 AM,Illegal Drugs,"Pagsanjan , Pinagsanjan"
24/03/2016,10:25:00 PM,Illegal Drugs,"Pagsanjan , Pinagsanjan"
05/05/2016,5:15:00 PM,Gambling,"Pagsanjan , Maulawin"
11/05/2016,12:30:00 AM,Reckless Imprudence Resulting to Physical Injury,"Pagsanjan , Barangay II (Pob.)"
20/05/2016,10:15:00 AM,Gambling,"Pagsanjan , Maulawin"
25/05/2016,8:55:00 PM,Gambling,"Pagsanjan , Sampaloc"
26/05/2016,9:00:00 PM,Murder,"Pagsanjan , San Isidro"
31/05/2016,5:00:00 PM,Illegal Drugs,"Pagsanjan , Magdapio"
02/06/2016,9:45:00 PM,Damage to Property and Physical Injury,"Pagsanjan , Barangay I (Pob.)"
09/06/2016,4:15:00 PM,Theft,"Pagsanjan , Bi�an"
10/06/2016,8:30:00 PM,Illegal Drugs,"Pagsanjan , Barangay I (Pob.)"
